datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2011070109,3,0,1,1,30.34,32.575,35,11.0014,58,202,260
2011070110,3,0,1,1,31.16,33.335,33,11.0014,61,109,170
2011070111,3,0,1,1,32.8,34.85,26,0,68,146,214
2011070112,3,0,1,1,32.8,34.85,26,0,83,180,263
2011070113,3,0,1,1,32.8,34.09,24,0,83,209,292
2011070114,3,0,1,1,33.62,34.85,23,12.998,78,225,303
2011070115,3,0,1,1,33.62,34.85,21,16.9979,82,299,381
2011070116,3,0,1,1,33.62,34.85,17,0,85,342,427
2011070117,3,0,1,1,33.62,34.85,21,12.998,99,362,461
2011070118,3,0,1,1,32.8,34.09,24,16.9979,98,324,422
2011070119,3,0,1,1,31.98,33.335,25,12.998,80,238,318
2011070120,3,0,1,1,29.52,32.575,42,15.0013,84,185,269
2011070121,3,0,1,1,28.7,31.82,45,12.998,69,149,218
2011070122,3,0,1,1,28.7,31.82,42,0,49,173,222
2011070123,3,0,1,1,27.88,31.82,47,6.0032,44,96,140
2011070200,3,0,0,1,27.88,31.82,47,6.0032,31,84,115
2011070201,3,0,0,1,27.06,31.06,54,0,20,58,78
2011070202,3,0,0,1,26.24,31.06,53,0,9,43,52
2011070203,3,0,0,1,26.24,31.06,53,0,5,21,26
2011070204,3,0,0,1,25.42,30.305,61,0,3,8,11
2011070205,3,0,0,1,23.78,27.275,73,7.0015,1,13,14
2011070206,3,0,0,1,25.42,30.305,69,7.0015,11,21,32
2011070207,3,0,0,1,26.24,30.305,65,0,10,35,45
2011070208,3,0,0,1,27.88,31.82,57,0,38,94,132
2011070209,3,0,0,1,30.34,33.335,51,6.0032,55,124,179
2011070210,3,0,0,1,32.8,35.605,36,0,103,168,271
2011070211,3,0,0,1,32.8,35.605,36,6.0032,144,213,357
2011070212,3,0,0,1,33.62,35.605,30,8.9981,142,232,374
2011070213,3,0,0,1,33.62,35.605,30,7.0015,178,226,404
2011070214,3,0,0,1,34.44,35.605,20,0,177,215,392
2011070215,3,0,0,1,35.26,36.365,19,11.0014,168,163,331
2011070216,3,0,0,1,36.08,37.12,22,15.0013,206,192,398
2011070217,3,0,0,1,34.44,36.365,30,15.0013,179,170,349
2011070218,3,0,0,1,33.62,35.605,30,19.0012,193,190,383
2011070219,3,0,0,1,32.8,34.85,33,15.0013,156,149,305
2011070220,3,0,0,1,31.16,34.09,45,19.0012,136,148,284
2011070221,3,0,0,1,30.34,33.335,48,12.998,95,137,232
2011070222,3,0,0,1,29.52,33.335,51,11.0014,78,123,201
2011070223,3,0,0,1,29.52,33.335,54,19.0012,66,88,154
2011070300,3,0,0,1,28.7,32.575,58,15.0013,47,97,144
2011070301,3,0,0,2,28.7,32.575,61,11.0014,23,55,78
2011070302,3,0,0,1,28.7,32.575,58,12.998,19,50,69
2011070303,3,0,0,3,27.88,31.82,65,6.0032,8,25,33
2011070304,3,0,0,3,27.88,31.82,65,6.0032,3,2,5
2011070305,3,0,0,3,25.42,28.79,83,12.998,0,1,1
2011070306,3,0,0,2,25.42,27.275,94,6.0032,0,3,3
2011070307,3,0,0,2,26.24,28.79,89,12.998,3,22,25
2011070308,3,0,0,1,27.88,31.82,79,15.0013,39,53,92
2011070309,3,0,0,1,28.7,33.335,74,16.9979,82,99,181
2011070310,3,0,0,1,30.34,34.85,66,11.0014,131,133,264
2011070311,3,0,0,1,31.16,35.605,62,7.0015,215,175,390
2011070312,3,0,0,1,32.8,37.88,55,7.0015,198,206,404
2011070313,3,0,0,1,32.8,38.635,59,15.0013,248,173,421
2011070314,3,0,0,1,33.62,39.395,56,16.9979,225,150,375
2011070315,3,0,0,1,34.44,40.15,53,19.9995,194,182,376
2011070316,3,0,0,1,34.44,40.15,53,19.9995,195,219,414
2011070317,3,0,0,3,32.8,37.12,49,56.9969,181,177,358
2011070318,3,0,0,3,32.8,37.12,49,56.9969,74,107,181
2011070319,3,0,0,2,27.06,30.305,83,12.998,100,83,183
2011070320,3,0,0,3,27.06,30.305,83,0,83,93,176
2011070321,3,0,0,2,27.06,30.305,83,11.0014,75,92,167
2011070322,3,0,0,2,27.06,30.305,78,7.0015,69,93,162
2011070323,3,0,0,1,26.24,28.79,83,11.0014,70,77,147
2011070400,3,1,0,1,26.24,28.79,83,8.9981,63,77,140
2011070401,3,1,0,1,26.24,28.79,83,6.0032,43,76,119
2011070402,3,1,0,1,26.24,28.79,83,0,33,30,63
2011070403,3,1,0,1,26.24,29.545,78,0,13,13,26
2011070404,3,1,0,2,27.06,30.305,78,6.0032,8,4,12
2011070405,3,1,0,2,26.24,28.79,83,8.9981,1,3,4
2011070406,3,1,0,1,26.24,28.79,89,11.0014,5,11,16
2011070407,3,1,0,1,27.06,30.305,83,8.9981,17,19,36
2011070408,3,1,0,1,28.7,33.335,74,7.0015,42,44,86
2011070409,3,1,0,2,29.52,34.09,66,6.0032,142,96,238
2011070410,3,1,0,2,31.16,34.85,55,6.0032,166,114,280
2011070411,3,1,0,2,31.16,34.85,55,6.0032,177,172,349
2011070412,3,1,0,2,31.98,35.605,52,0,237,210,447
2011070413,3,1,0,2,31.98,35.605,49,0,242,181,423
2011070414,3,1,0,1,32.8,36.365,46,0,235,173,408
2011070415,3,1,0,1,33.62,37.12,43,6.0032,224,184,408
2011070416,3,1,0,1,33.62,37.12,41,0,236,216,452
2011070417,3,1,0,1,32.8,36.365,46,0,240,196,436
2011070418,3,1,0,1,32.8,36.365,46,8.9981,222,196,418
2011070419,3,1,0,2,31.98,35.605,49,11.0014,170,205,375
2011070420,3,1,0,2,31.16,34.85,55,7.0015,195,191,386
2011070421,3,1,0,2,30.34,34.09,62,7.0015,195,262,457
2011070422,3,1,0,2,30.34,34.09,62,8.9981,115,211,326
2011070423,3,1,0,2,29.52,34.09,70,7.0015,44,94,138
2011070500,3,0,1,2,28.7,32.575,65,11.0014,19,36,55
2011070501,3,0,1,1,28.7,32.575,65,7.0015,15,24,39
2011070502,3,0,1,1,27.06,31.06,74,6.0032,8,5,13
2011070503,3,0,1,1,27.06,31.06,74,15.0013,1,7,8
2011070504,3,0,1,1,27.06,31.06,69,11.0014,1,4,5
2011070505,3,0,1,1,27.06,31.06,69,0,1,19,20
2011070506,3,0,1,1,27.06,31.06,74,6.0032,3,91,94
2011070507,3,0,1,1,28.7,32.575,65,6.0032,22,248,270
2011070508,3,0,1,1,29.52,34.09,62,8.9981,41,391,432
2011070509,3,0,1,1,30.34,34.09,58,8.9981,50,177,227
2011070510,3,0,1,1,31.16,34.85,52,7.0015,55,84,139
2011070511,3,0,1,1,31.98,34.85,46,7.0015,75,97,172
2011070512,3,0,1,1,32.8,36.365,43,7.0015,71,130,201
2011070513,3,0,1,1,33.62,37.12,43,7.0015,67,136,203
2011070514,3,0,1,1,32.8,37.12,49,11.0014,66,112,178
2011070515,3,0,1,1,33.62,37.12,43,0,51,111,162
2011070516,3,0,1,1,33.62,37.88,46,7.0015,79,202,281
2011070517,3,0,1,1,33.62,37.88,46,7.0015,79,466,545
2011070518,3,0,1,1,32.8,37.88,55,11.0014,70,426,496
2011070519,3,0,1,1,32.8,38.635,59,8.9981,71,297,368
2011070520,3,0,1,1,31.16,36.365,66,7.0015,59,225,284
2011070521,3,0,1,1,31.98,37.12,62,16.9979,77,168,245
2011070522,3,0,1,1,31.16,36.365,66,15.0013,31,124,155
2011070523,3,0,1,1,30.34,34.85,66,11.0014,19,54,73
2011070600,3,0,1,1,29.52,34.85,74,12.998,11,26,37
2011070601,3,0,1,1,28.7,33.335,74,8.9981,4,11,15
2011070602,3,0,1,1,28.7,33.335,79,6.0032,1,4,5
2011070603,3,0,1,1,28.7,33.335,79,0,0,6,6
2011070604,3,0,1,2,27.88,31.82,83,6.0032,0,6,6
2011070605,3,0,1,1,27.88,31.82,83,6.0032,5,30,35
2011070606,3,0,1,1,28.7,33.335,79,6.0032,9,112,121
2011070607,3,0,1,2,29.52,34.85,79,0,24,288,312
2011070608,3,0,1,2,29.52,34.85,74,7.0015,31,397,428
2011070609,3,0,1,3,28.7,33.335,79,12.998,31,158,189
2011070610,3,0,1,3,28.7,33.335,79,6.0032,13,30,43
2011070611,3,0,1,2,29.52,34.85,74,0,24,103,127
2011070612,3,0,1,2,30.34,34.85,66,6.0032,38,114,152
2011070613,3,0,1,2,30.34,34.85,70,7.0015,33,107,140
2011070614,3,0,1,1,31.16,36.365,66,19.0012,50,113,163
2011070615,3,0,1,1,31.16,36.365,70,19.0012,55,130,185
2011070616,3,0,1,1,31.16,36.365,70,16.9979,57,218,275
2011070617,3,0,1,1,31.98,37.12,59,15.0013,79,517,596
2011070618,3,0,1,1,31.16,35.605,62,12.998,77,486,563
2011070619,3,0,1,1,30.34,34.85,70,15.0013,71,323,394
2011070620,3,0,1,1,29.52,34.85,74,16.9979,55,257,312
2011070621,3,0,1,1,28.7,33.335,79,12.998,66,175,241
2011070622,3,0,1,1,28.7,33.335,79,12.998,30,156,186
2011070623,3,0,1,1,27.88,31.82,83,15.0013,20,78,98
2011070700,3,0,1,1,27.06,29.545,89,8.9981,6,29,35
2011070701,3,0,1,1,27.06,29.545,89,12.998,2,14,16
2011070702,3,0,1,1,27.06,29.545,89,12.998,1,7,8
2011070703,3,0,1,1,26.24,28.03,94,7.0015,2,2,4
2011070704,3,0,1,1,26.24,28.79,89,7.0015,0,4,4
2011070705,3,0,1,1,26.24,28.79,89,7.0015,2,30,32
2011070706,3,0,1,2,26.24,28.79,89,8.9981,11,107,118
2011070707,3,0,1,2,27.06,29.545,89,7.0015,13,279,292
2011070708,3,0,1,2,28.7,33.335,79,12.998,28,415,443
2011070709,3,0,1,1,30.34,34.85,70,11.0014,25,154,179
2011070710,3,0,1,1,31.98,37.12,62,0,29,72,101
2011070711,3,0,1,1,33.62,38.635,52,8.9981,30,112,142
2011070712,3,0,1,1,34.44,38.635,41,0,32,139,171
2011070713,3,0,1,1,35.26,39.395,41,0,48,107,155
2011070714,3,0,1,1,35.26,39.395,41,16.9979,39,121,160
2011070715,3,0,1,1,35.26,39.395,41,16.9979,47,119,166
2011070716,3,0,1,1,35.26,38.635,39,15.0013,47,218,265
2011070717,3,0,1,1,35.26,37.88,36,16.9979,80,489,569
2011070718,3,0,1,1,34.44,37.88,44,19.9995,70,492,562
2011070719,3,0,1,1,33.62,38.635,52,19.0012,79,286,365
2011070720,3,0,1,1,31.16,35.605,58,23.9994,61,224,285
2011070721,3,0,1,1,30.34,34.09,62,11.0014,39,170,209
2011070722,3,0,1,1,30.34,34.09,62,11.0014,32,150,182
2011070723,3,0,1,1,29.52,34.09,66,0,31,98,129
2011070800,3,0,1,1,30.34,34.85,66,7.0015,6,41,47
2011070801,3,0,1,1,29.52,34.85,79,0,9,25,34
2011070802,3,0,1,2,28.7,33.335,74,11.0014,10,12,22
2011070803,3,0,1,1,27.88,31.82,79,7.0015,2,4,6
2011070804,3,0,1,1,28.7,33.335,79,16.9979,7,4,11
2011070805,3,0,1,1,27.88,31.82,79,16.9979,3,24,27
2011070806,3,0,1,1,28.7,33.335,74,7.0015,11,91,102
2011070807,3,0,1,2,28.7,33.335,79,12.998,30,302,332
2011070808,3,0,1,2,29.52,34.85,74,16.9979,36,421,457
2011070809,3,0,1,2,31.16,36.365,70,19.9995,30,211,241
2011070810,3,0,1,2,30.34,34.85,70,23.9994,30,108,138
2011070811,3,0,1,2,30.34,35.605,74,16.9979,61,104,165
2011070812,3,0,1,2,31.16,36.365,70,19.0012,49,164,213
2011070813,3,0,1,2,31.98,37.88,66,19.0012,54,175,229
2011070814,3,0,1,2,32.8,39.395,63,23.9994,53,163,216
2011070815,3,0,1,2,32.8,39.395,63,23.9994,39,102,141
2011070816,3,0,1,3,27.88,31.82,83,30.0026,27,105,132
2011070817,3,0,1,3,27.06,29.545,89,30.0026,6,161,167
2011070818,3,0,1,1,27.06,30.305,83,6.0032,35,281,316
2011070819,3,0,1,1,27.06,30.305,83,6.0032,45,225,270
2011070820,3,0,1,1,27.06,30.305,83,11.0014,30,220,250
2011070821,3,0,1,2,27.06,30.305,83,16.9979,46,158,204
2011070822,3,0,1,2,27.06,30.305,78,12.998,33,136,169
2011070823,3,0,1,2,27.06,30.305,78,6.0032,40,111,151
2011070900,3,0,0,2,27.06,30.305,83,8.9981,31,90,121
2011070901,3,0,0,2,26.24,28.79,89,7.0015,5,48,53
2011070902,3,0,0,1,26.24,28.79,89,11.0014,12,43,55
2011070903,3,0,0,1,26.24,28.79,89,8.9981,7,23,30
2011070904,3,0,0,1,26.24,28.79,83,15.0013,2,4,6
2011070905,3,0,0,2,25.42,28.03,88,11.0014,4,11,15
2011070906,3,0,0,2,26.24,28.79,83,12.998,11,27,38
2011070907,3,0,0,1,27.06,30.305,78,12.998,21,50,71
2011070908,3,0,0,1,28.7,32.575,70,16.9979,68,114,182
2011070909,3,0,0,1,30.34,34.09,58,19.0012,77,170,247
2011070910,3,0,0,1,31.16,34.85,52,11.0014,87,177,264
2011070911,3,0,0,1,31.98,34.85,46,19.9995,101,189,290
2011070912,3,0,0,1,32.8,36.365,46,16.9979,145,221,366
2011070913,3,0,0,1,33.62,37.12,41,15.0013,167,249,416
2011070914,3,0,0,1,34.44,37.12,36,8.9981,158,215,373
2011070915,3,0,0,1,34.44,36.365,34,6.0032,182,220,402
2011070916,3,0,0,1,33.62,36.365,38,0,171,245,416
2011070917,3,0,0,1,34.44,36.365,32,0,160,241,401
2011070918,3,0,0,1,33.62,36.365,36,7.0015,132,246,378
2011070919,3,0,0,1,31.16,34.85,55,11.0014,128,178,306
2011070920,3,0,0,1,31.16,35.605,58,15.0013,129,185,314
2011070921,3,0,0,1,30.34,34.09,58,11.0014,83,155,238
2011070922,3,0,0,1,29.52,34.09,62,11.0014,60,154,214
2011070923,3,0,0,1,29.52,33.335,58,12.998,47,93,140
2011071000,3,0,0,1,28.7,32.575,61,11.0014,42,112,154
2011071001,3,0,0,1,28.7,32.575,61,8.9981,19,94,113
2011071002,3,0,0,1,27.88,31.82,69,6.0032,28,68,96
2011071003,3,0,0,1,27.06,31.06,74,6.0032,6,19,25
2011071004,3,0,0,1,27.06,31.06,69,6.0032,0,5,5
2011071005,3,0,0,1,27.06,31.06,74,0,7,10,17
2011071006,3,0,0,1,26.24,29.545,78,6.0032,8,17,25
2011071007,3,0,0,1,28.7,32.575,70,6.0032,27,38,65
2011071008,3,0,0,1,29.52,34.09,66,0,27,65,92
2011071009,3,0,0,1,30.34,34.85,66,6.0032,62,107,169
2011071010,3,0,0,1,31.16,34.85,55,8.9981,95,173,268
2011071011,3,0,0,1,31.98,36.365,55,12.998,110,177,287
2011071012,3,0,0,1,33.62,37.88,46,19.0012,133,244,377
2011071013,3,0,0,1,32.8,36.365,46,19.9995,139,228,367
2011071014,3,0,0,1,33.62,37.12,41,22.0028,122,227,349
2011071015,3,0,0,1,34.44,37.12,39,19.0012,142,219,361
2011071016,3,0,0,1,34.44,37.88,41,19.0012,128,244,372
2011071017,3,0,0,1,34.44,37.12,36,15.0013,146,217,363
2011071018,3,0,0,1,33.62,37.12,43,19.0012,141,222,363
2011071019,3,0,0,1,32.8,37.12,49,22.0028,120,183,303
2011071020,3,0,0,1,31.16,34.85,55,12.998,101,167,268
2011071021,3,0,0,1,30.34,34.09,62,16.9979,65,162,227
2011071022,3,0,0,1,30.34,34.85,66,15.0013,56,87,143
2011071023,3,0,0,1,29.52,34.09,66,16.9979,19,53,72
2011071100,3,0,1,1,28.7,32.575,65,12.998,10,25,35
2011071101,3,0,1,1,28.7,32.575,61,19.0012,5,5,10
2011071102,3,0,1,1,28.7,32.575,61,15.0013,8,4,12
2011071103,3,0,1,1,27.88,31.82,65,11.0014,2,8,10
2011071104,3,0,1,1,27.06,31.06,74,15.0013,0,4,4
2011071105,3,0,1,1,27.06,31.06,74,8.9981,5,21,26
2011071106,3,0,1,1,27.88,31.82,74,12.998,19,102,121
2011071107,3,0,1,1,28.7,33.335,74,16.9979,28,289,317
2011071108,3,0,1,1,30.34,34.85,66,19.0012,35,385,420
2011071109,3,0,1,1,31.98,37.12,59,19.9995,41,167,208
2011071110,3,0,1,1,32.8,37.88,55,23.9994,44,73,117
2011071111,3,0,1,1,33.62,39.395,56,19.9995,39,89,128
2011071112,3,0,1,1,34.44,40.15,53,19.0012,40,108,148
2011071113,3,0,1,1,35.26,40.91,50,16.9979,22,119,141
2011071114,3,0,1,1,35.26,41.665,53,19.0012,40,94,134
2011071115,3,0,1,1,35.26,42.425,56,27.9993,38,108,146
2011071116,3,0,1,1,35.26,42.425,56,26.0027,57,182,239
2011071117,3,0,1,1,35.26,42.425,56,27.9993,59,455,514
2011071118,3,0,1,1,35.26,41.665,53,26.0027,57,415,472
2011071119,3,0,1,1,34.44,41.665,59,22.0028,80,293,373
2011071120,3,0,1,1,29.52,34.85,74,27.9993,42,194,236
2011071121,3,0,1,1,28.7,33.335,79,27.9993,21,109,130
2011071122,3,0,1,1,29.52,34.85,74,8.9981,20,70,90
2011071123,3,0,1,1,28.7,33.335,79,8.9981,11,44,55
2011071200,3,0,1,1,28.7,33.335,79,8.9981,3,19,22
2011071201,3,0,1,1,28.7,33.335,79,6.0032,6,8,14
2011071202,3,0,1,1,28.7,33.335,79,7.0015,2,7,9
2011071203,3,0,1,2,28.7,33.335,79,0,2,6,8
2011071204,3,0,1,1,28.7,33.335,79,11.0014,0,6,6
2011071205,3,0,1,1,28.7,33.335,79,6.0032,4,21,25
2011071206,3,0,1,1,30.34,34.09,58,15.0013,13,102,115
2011071207,3,0,1,1,31.16,34.85,55,12.998,29,301,330
2011071208,3,0,1,1,31.16,35.605,58,15.0013,35,382,417
2011071209,3,0,1,1,31.98,36.365,55,32.9975,27,149,176
2011071210,3,0,1,1,33.62,38.635,52,11.0014,38,85,123
2011071211,3,0,1,1,33.62,38.635,52,11.0014,39,86,125
2011071212,3,0,1,1,35.26,39.395,44,19.9995,38,125,163
2011071213,3,0,1,1,35.26,40.15,47,15.0013,32,104,136
2011071214,3,0,1,1,36.9,42.425,42,19.9995,33,91,124
2011071215,3,0,1,1,36.9,42.425,42,23.9994,37,111,148
2011071216,3,0,1,1,35.26,39.395,44,19.0012,25,177,202
2011071217,3,0,1,1,36.08,40.91,44,19.0012,48,380,428
2011071218,3,0,1,1,35.26,40.15,47,19.9995,39,472,511
2011071219,3,0,1,1,34.44,37.88,44,19.0012,42,295,337
2011071220,3,0,1,1,33.62,37.12,43,12.998,57,251,308
2011071221,3,0,1,1,33.62,37.12,43,7.0015,49,209,258
2011071222,3,0,1,1,32.8,36.365,46,8.9981,44,150,194
2011071223,3,0,1,1,31.98,35.605,52,0,20,59,79
2011071300,3,0,1,1,31.16,35.605,62,0,9,37,46
2011071301,3,0,1,1,31.16,34.85,55,0,1,11,12
2011071302,3,0,1,1,31.16,34.85,55,0,2,3,5
2011071303,3,0,1,1,30.34,34.09,58,12.998,0,4,4
2011071304,3,0,1,1,30.34,34.09,58,16.9979,0,5,5
2011071305,3,0,1,1,30.34,34.09,58,12.998,4,22,26
2011071306,3,0,1,1,30.34,34.09,58,11.0014,18,103,121
2011071307,3,0,1,1,31.16,34.85,55,16.9979,32,281,313
2011071308,3,0,1,1,32.8,37.12,49,16.9979,31,418,449
2011071309,3,0,1,1,33.62,37.12,41,12.998,23,163,186
2011071310,3,0,1,1,33.62,37.88,46,12.998,33,80,113
2011071311,3,0,1,1,34.44,37.12,39,11.0014,55,110,165
2011071312,3,0,1,1,34.44,37.88,41,19.0012,40,134,174
2011071313,3,0,1,3,33.62,37.88,46,8.9981,39,119,158
2011071314,3,0,1,3,33.62,37.88,46,8.9981,27,89,116
2011071315,3,0,1,3,26.24,28.03,94,8.9981,13,33,46
2011071316,3,0,1,2,27.06,29.545,89,0,23,118,141
2011071317,3,0,1,1,28.7,33.335,79,0,70,418,488
2011071318,3,0,1,1,29.52,34.85,79,8.9981,51,412,463
2011071319,3,0,1,1,28.7,33.335,79,7.0015,79,340,419
2011071320,3,0,1,1,28.7,33.335,84,11.0014,61,281,342
2011071321,3,0,1,1,28.7,33.335,79,7.0015,56,194,250
2011071322,3,0,1,1,27.88,31.82,83,12.998,48,136,184
2011071323,3,0,1,1,27.06,30.305,83,16.9979,33,83,116
2011071400,3,0,1,1,27.06,31.06,69,19.9995,14,32,46
2011071401,3,0,1,1,27.06,31.06,61,16.9979,4,21,25
2011071402,3,0,1,1,26.24,31.06,57,19.9995,3,7,10
2011071403,3,0,1,1,25.42,31.06,57,19.9995,1,5,6
2011071404,3,0,1,1,25.42,31.06,53,16.9979,0,6,6
2011071405,3,0,1,1,24.6,31.06,56,15.0013,6,22,28
2011071406,3,0,1,1,24.6,30.305,60,15.0013,14,116,130
2011071407,3,0,1,1,25.42,31.06,53,16.9979,23,311,334
2011071408,3,0,1,1,26.24,31.06,50,23.9994,53,433,486
2011071409,3,0,1,1,27.88,31.82,47,19.0012,29,195,224
2011071410,3,0,1,1,28.7,31.82,42,16.9979,32,95,127
2011071411,3,0,1,1,29.52,32.575,37,15.0013,38,110,148
2011071412,3,0,1,1,30.34,32.575,35,16.9979,51,172,223
2011071413,3,0,1,1,31.16,33.335,33,22.0028,39,138,177
2011071414,3,0,1,1,30.34,32.575,35,19.0012,49,129,178
2011071415,3,0,1,1,31.16,33.335,33,19.9995,42,138,180
2011071416,3,0,1,1,31.16,33.335,33,8.9981,43,231,274
2011071417,3,0,1,1,30.34,32.575,37,8.9981,78,517,595
2011071418,3,0,1,1,29.52,32.575,42,12.998,94,484,578
2011071419,3,0,1,1,29.52,32.575,39,15.0013,67,333,400
2011071420,3,0,1,1,28.7,31.82,42,15.0013,81,267,348
2011071421,3,0,1,1,27.06,31.06,50,8.9981,58,203,261
2011071422,3,0,1,1,26.24,31.06,57,6.0032,42,134,176
2011071423,3,0,1,1,26.24,30.305,65,16.9979,27,97,124
2011071500,3,0,1,1,25.42,29.545,73,15.0013,23,57,80
2011071501,3,0,1,1,25.42,29.545,73,12.998,7,13,20
2011071502,3,0,1,1,24.6,28.79,78,11.0014,16,22,38
2011071503,3,0,1,1,24.6,29.545,73,12.998,1,6,7
2011071504,3,0,1,1,24.6,29.545,73,11.0014,2,8,10
2011071505,3,0,1,1,24.6,29.545,73,8.9981,7,16,23
2011071506,3,0,1,2,24.6,29.545,73,7.0015,12,108,120
2011071507,3,0,1,1,26.24,30.305,65,7.0015,17,257,274
2011071508,3,0,1,1,26.24,30.305,65,16.9979,50,514,564
2011071509,3,0,1,1,27.88,31.82,54,12.998,31,176,207
2011071510,3,0,1,2,27.06,31.06,61,11.0014,59,107,166
2011071511,3,0,1,1,28.7,32.575,54,8.9981,73,137,210
2011071512,3,0,1,1,28.7,32.575,48,12.998,61,177,238
2011071513,3,0,1,1,28.7,32.575,54,12.998,85,162,247
2011071514,3,0,1,1,28.7,32.575,51,12.998,105,160,265
2011071515,3,0,1,1,29.52,32.575,45,11.0014,74,163,237
2011071516,3,0,1,1,29.52,33.335,51,12.998,96,265,361
2011071517,3,0,1,1,30.34,33.335,42,16.9979,104,483,587
2011071518,3,0,1,1,29.52,32.575,45,15.0013,102,394,496
2011071519,3,0,1,1,28.7,31.82,45,15.0013,114,280,394
2011071520,3,0,1,1,28.7,32.575,51,15.0013,92,251,343
2011071521,3,0,1,1,27.06,31.06,54,7.0015,75,186,261
2011071522,3,0,1,1,27.06,31.06,57,15.0013,71,152,223
2011071523,3,0,1,1,26.24,31.06,61,11.0014,41,126,167
2011071600,3,0,0,1,25.42,30.305,65,12.998,42,68,110
2011071601,3,0,0,1,24.6,29.545,69,7.0015,24,51,75
2011071602,3,0,0,1,24.6,29.545,73,8.9981,10,48,58
2011071603,3,0,0,1,24.6,28.79,78,8.9981,6,20,26
2011071604,3,0,0,1,24.6,29.545,73,6.0032,9,7,16
2011071605,3,0,0,1,23.78,27.275,78,6.0032,4,6,10
2011071606,3,0,0,1,24.6,28.79,78,11.0014,16,21,37
2011071607,3,0,0,1,25.42,29.545,73,8.9981,14,38,52
2011071608,3,0,0,1,27.06,31.06,65,11.0014,37,90,127
2011071609,3,0,0,1,28.7,32.575,54,15.0013,72,150,222
2011071610,3,0,0,1,29.52,33.335,54,12.998,114,208,322
2011071611,3,0,0,1,30.34,33.335,48,15.0013,171,225,396
2011071612,3,0,0,1,31.16,34.09,43,19.0012,187,276,463
2011071613,3,0,0,1,31.16,34.09,45,19.9995,221,276,497
2011071614,3,0,0,1,30.34,33.335,45,19.9995,201,232,433
2011071615,3,0,0,1,31.16,34.09,45,22.0028,205,223,428
2011071616,3,0,0,1,31.16,34.09,45,19.0012,183,242,425
2011071617,3,0,0,1,31.16,34.09,45,15.0013,234,241,475
2011071618,3,0,0,1,31.16,34.09,45,19.0012,185,243,428
2011071619,3,0,0,1,30.34,34.09,48,12.998,164,242,406
2011071620,3,0,0,1,29.52,33.335,51,15.0013,108,188,296
2011071621,3,0,0,1,28.7,32.575,58,15.0013,85,167,252
2011071622,3,0,0,1,28.7,32.575,65,19.0012,65,136,201
2011071623,3,0,0,1,27.88,31.82,61,15.0013,61,107,168
2011071700,3,0,0,1,27.06,31.06,65,15.0013,34,91,125
2011071701,3,0,0,1,26.24,30.305,69,12.998,16,86,102
2011071702,3,0,0,1,26.24,30.305,69,15.0013,28,66,94
2011071703,3,0,0,1,26.24,30.305,69,15.0013,21,26,47
2011071704,3,0,0,1,25.42,29.545,73,11.0014,4,6,10
2011071705,3,0,0,1,26.24,30.305,69,15.0013,4,8,12
2011071706,3,0,0,1,25.42,29.545,73,11.0014,10,11,21
2011071707,3,0,0,1,26.24,30.305,73,11.0014,20,30,50
2011071708,3,0,0,1,27.88,31.82,65,15.0013,45,73,118
2011071709,3,0,0,1,29.52,33.335,58,15.0013,74,110,184
2011071710,3,0,0,1,30.34,34.09,60,15.0013,127,177,304
2011071711,3,0,0,1,31.16,34.85,55,19.0012,147,244,391
2011071712,3,0,0,1,31.16,34.85,55,19.0012,177,243,420
2011071713,3,0,0,1,32.8,37.12,49,19.9995,200,272,472
2011071714,3,0,0,1,32.8,37.12,49,23.9994,168,262,430
2011071715,3,0,0,1,33.62,37.12,43,19.9995,129,195,324
2011071716,3,0,0,1,32.8,36.365,46,19.9995,129,188,317
2011071717,3,0,0,1,32.8,37.12,49,26.0027,133,236,369
2011071718,3,0,0,1,32.8,36.365,46,19.9995,147,243,390
2011071719,3,0,0,1,31.16,34.85,55,19.0012,145,234,379
2011071720,3,0,0,1,31.16,35.605,58,16.9979,85,177,262
2011071721,3,0,0,1,30.34,34.09,62,15.0013,59,148,207
2011071722,3,0,0,1,29.52,34.09,66,15.0013,65,116,181
2011071723,3,0,0,1,28.7,33.335,74,8.9981,39,54,93
2011071800,3,0,1,1,28.7,33.335,74,8.9981,21,30,51
2011071801,3,0,1,1,28.7,33.335,74,15.0013,17,8,25
2011071802,3,0,1,1,27.06,30.305,83,15.0013,2,8,10
2011071803,3,0,1,1,27.06,30.305,78,12.998,3,4,7
2011071804,3,0,1,1,26.24,29.545,78,11.0014,1,3,4
2011071805,3,0,1,1,26.24,29.545,78,7.0015,2,15,17
2011071806,3,0,1,1,26.24,28.79,83,7.0015,10,95,105
2011071807,3,0,1,1,27.88,31.82,74,15.0013,22,255,277
2011071808,3,0,1,1,28.7,32.575,70,12.998,18,329,347
2011071809,3,0,1,1,30.34,34.85,67,15.0013,33,170,203
2011071810,3,0,1,1,31.16,35.605,62,12.998,52,78,130
2011071811,3,0,1,1,32.8,37.88,55,6.0032,42,99,141
2011071812,3,0,1,1,32.8,38.635,59,12.998,39,126,165
2011071813,3,0,1,1,33.62,39.395,56,16.9979,27,125,152
2011071814,3,0,1,1,33.62,39.395,56,22.0028,32,106,138
2011071815,3,0,1,1,34.44,40.15,53,22.0028,53,111,164
